language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_none"],false,0.00,181.80,0.00,0.0060154
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_all"],false,0.00,71.60,0.00,0.0039807
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_leq"],false,0.00,8543.60,0.00,0.1578768
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_abs_no_incr"],false,0.00,38.60,0.00,0.0032702
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_all"],false,0.00,27.70,0.00,0.0027396
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_none"],false,0.00,108.70,0.00,0.0043049
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_shift"],false,0.00,4727.90,0.00,0.0897107
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_incr"],false,0.00,61.90,0.00,0.0039343
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift"],false,0.00,133.20,0.00,0.0051727
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift_back"],false,0.00,57.90,0.00,0.0031489
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_none"],false,0.00,237.40,0.00,0.0057391
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_all"],false,0.00,245.60,0.00,0.0064506
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_leq"],false,0.00,43701.20,0.00,0.7974634
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_abs_no_incr"],false,0.00,287.80,0.00,0.0074034
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_all"],false,0.00,181.40,0.00,0.0056436
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_none"],false,0.00,266.70,0.00,0.0066470
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_shift"],false,0.00,14964.50,0.00,0.2781691
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_incr"],false,0.00,309.40,0.00,0.0079029
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift"],false,0.00,251.60,0.00,0.0067504
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift_back"],false,0.00,378.40,0.00,0.0087427
