language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"Racket","STLC","rc","SinglePreserve",["shift_var_none"],false,0.00,34.70,0.00,0.0231868
"Racket","STLC","rc","SinglePreserve",["shift_var_all"],false,0.00,26.70,0.00,0.0167591
"Racket","STLC","rc","SinglePreserve",["shift_var_leq"],false,0.00,1822.50,0.00,0.7420114
"Racket","STLC","rc","SinglePreserve",["shift_abs_no_incr"],false,0.00,29.40,0.00,0.0190648
"Racket","STLC","rc","SinglePreserve",["subst_var_all"],false,0.00,21.90,0.00,0.0175795
"Racket","STLC","rc","SinglePreserve",["subst_var_none"],false,0.00,18.20,0.00,0.0124600
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_shift"],false,0.00,848.00,0.00,0.3703597
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_incr"],false,0.00,34.20,0.00,0.0243333
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift"],false,0.00,43.70,0.00,0.0255511
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift_back"],false,0.00,28.60,0.00,0.0205477
"Racket","STLC","rc","MultiPreserve",["shift_var_none"],false,0.00,199.30,0.00,0.0936454
"Racket","STLC","rc","MultiPreserve",["shift_var_all"],false,0.00,125.10,0.00,0.0642551
"Racket","STLC","rc","MultiPreserve",["shift_var_leq"],false,0.00,7195.30,0.00,2.8462788
"Racket","STLC","rc","MultiPreserve",["shift_abs_no_incr"],false,0.00,99.20,0.00,0.0505561
"Racket","STLC","rc","MultiPreserve",["subst_var_all"],false,0.00,49.90,0.00,0.0272076
"Racket","STLC","rc","MultiPreserve",["subst_var_none"],false,0.00,87.30,0.00,0.0517132
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_shift"],false,0.00,4501.20,0.00,1.8341049
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_incr"],false,0.00,86.90,0.00,0.0459727
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift"],false,0.00,128.50,0.00,0.0664686
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift_back"],false,0.00,137.30,0.00,0.0687418
