language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"Racket","STLC","rc","SinglePreserve",["shift_var_none"],false,0.00,28.10,0.00,0.0208434
"Racket","STLC","rc","SinglePreserve",["shift_var_all"],false,0.00,54.60,0.00,0.0328236
"Racket","STLC","rc","SinglePreserve",["shift_var_leq"],false,0.00,1429.80,0.00,0.7234482
"Racket","STLC","rc","SinglePreserve",["shift_abs_no_incr"],false,0.00,18.60,0.00,0.0211384
"Racket","STLC","rc","SinglePreserve",["subst_var_all"],false,0.00,21.90,0.00,0.0160753
"Racket","STLC","rc","SinglePreserve",["subst_var_none"],false,0.00,35.20,0.00,0.0296681
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_shift"],false,0.00,833.70,0.00,0.4325740
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_incr"],false,0.00,14.70,0.00,0.0107095
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift"],false,0.00,45.80,0.00,0.0302112
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift_back"],false,0.00,42.20,0.00,0.0250185
"Racket","STLC","rc","MultiPreserve",["shift_var_none"],false,0.00,104.40,0.00,0.0612505
"Racket","STLC","rc","MultiPreserve",["shift_var_all"],false,0.00,128.40,0.00,0.0769013
"Racket","STLC","rc","MultiPreserve",["shift_var_leq"],false,0.00,6553.50,0.00,3.1619546
"Racket","STLC","rc","MultiPreserve",["shift_abs_no_incr"],false,0.00,106.80,0.00,0.0736179
"Racket","STLC","rc","MultiPreserve",["subst_var_all"],false,0.00,50.20,0.00,0.0366400
"Racket","STLC","rc","MultiPreserve",["subst_var_none"],false,0.00,140.60,0.00,0.0826135
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_shift"],false,0.00,4922.40,0.00,2.4255943
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_incr"],false,0.00,71.00,0.00,0.0407418
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift"],false,0.00,161.50,0.00,0.1048291
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift_back"],false,0.00,202.20,0.00,0.1244812
