language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_none"],false,0.00,116.80,0.00,0.0017571
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_all"],false,0.00,93.50,0.00,0.0017342
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_leq"],false,0.00,13586.50,0.00,0.0763515
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_abs_no_incr"],false,0.00,76.30,0.00,0.0016530
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_all"],false,0.00,54.60,0.00,0.0014528
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_none"],false,0.00,40.70,0.00,0.0009745
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_shift"],false,0.00,12810.60,0.00,0.0712789
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_incr"],false,0.00,82.20,0.00,0.0014216
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift"],false,0.00,64.20,0.00,0.0016888
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift_back"],false,0.00,145.10,0.00,0.0018279
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_none"],false,0.00,97.60,0.00,0.0014156
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_all"],false,0.00,181.40,0.00,0.0024260
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_leq"],false,0.00,10758.10,0.00,0.0625127
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_abs_no_incr"],false,0.00,75.30,0.00,0.0013399
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_all"],false,0.00,84.50,0.00,0.0013095
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_none"],false,0.00,84.00,0.00,0.0013479
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_shift"],false,0.00,21891.50,0.00,0.1171055
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_incr"],false,0.00,124.80,0.00,0.0016721
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift"],false,0.00,212.80,0.00,0.0024691
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift_back"],false,0.00,212.10,0.00,0.0023162
