language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"Racket","STLC","rc","SinglePreserve",["shift_var_none"],false,0.00,27.70,0.00,0.0134365
"Racket","STLC","rc","SinglePreserve",["shift_var_all"],false,0.00,42.40,0.00,0.0203961
"Racket","STLC","rc","SinglePreserve",["shift_var_leq"],false,0.00,1719.80,0.00,0.5203798
"Racket","STLC","rc","SinglePreserve",["shift_abs_no_incr"],false,0.00,38.60,0.00,0.0181578
"Racket","STLC","rc","SinglePreserve",["subst_var_all"],false,0.00,18.60,0.00,0.0105353
"Racket","STLC","rc","SinglePreserve",["subst_var_none"],false,0.00,23.00,0.00,0.0116417
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_shift"],false,0.00,986.90,0.00,0.3276127
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_incr"],false,0.00,42.50,0.00,0.0187595
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift"],false,0.00,35.40,0.00,0.0182252
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift_back"],false,0.00,19.40,0.00,0.0105194
"Racket","STLC","rc","MultiPreserve",["shift_var_none"],false,0.00,137.90,0.00,0.0567729
"Racket","STLC","rc","MultiPreserve",["shift_var_all"],false,0.00,76.90,0.00,0.0337927
"Racket","STLC","rc","MultiPreserve",["shift_var_leq"],false,0.00,13044.90,0.00,3.9307474
"Racket","STLC","rc","MultiPreserve",["shift_abs_no_incr"],false,0.00,108.70,0.00,0.0428429
"Racket","STLC","rc","MultiPreserve",["subst_var_all"],false,0.00,91.20,0.00,0.0376625
"Racket","STLC","rc","MultiPreserve",["subst_var_none"],false,0.00,148.90,0.00,0.0568540
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_shift"],false,0.00,5814.00,0.00,1.7805898
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_incr"],false,0.00,71.90,0.00,0.0322762
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift"],false,0.00,123.60,0.00,0.0525746
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift_back"],false,0.00,64.60,0.00,0.0292787
