language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_none"],false,0.00,41.20,0.00,0.0067265
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_all"],false,0.00,31.30,0.00,0.0058165
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_leq"],false,0.00,6285.50,0.00,0.1028082
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_abs_no_incr"],false,0.00,29.50,0.00,0.0054896
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_all"],false,0.00,24.60,0.00,0.0038594
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_none"],false,0.00,58.30,0.00,0.0055566
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_shift"],false,0.00,4512.10,0.00,0.0746455
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_incr"],false,0.00,47.90,0.00,0.0039023
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift"],false,0.00,50.10,0.00,0.0037752
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift_back"],false,0.00,57.80,0.00,0.0053923
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_none"],false,0.00,118.30,0.00,0.0044915
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_all"],false,0.00,121.10,0.00,0.0045273
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_leq"],false,0.00,7101.50,0.00,0.1097080
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_abs_no_incr"],false,0.00,109.90,0.00,0.0037138
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_all"],false,0.00,102.60,0.00,0.0061491
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_none"],false,0.00,97.40,0.00,0.0038922
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_shift"],false,0.00,10172.70,0.00,0.1705204
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_incr"],false,0.00,84.70,0.00,0.0035480
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift"],false,0.00,144.10,0.00,0.0050631
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift_back"],false,0.00,116.80,0.00,0.0037722
