language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_none"],false,0.00,45.70,0.00,0.0085660
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_all"],false,0.00,66.80,0.00,0.0069206
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_leq"],false,0.00,5337.40,0.00,0.1637431
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_abs_no_incr"],false,0.00,116.50,0.00,0.0106480
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_all"],false,0.00,24.40,0.00,0.0086918
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_none"],false,0.00,74.20,0.00,0.0074530
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_shift"],false,0.00,3265.90,0.00,0.1008047
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_incr"],false,0.00,22.50,0.00,0.0084438
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift"],false,0.00,110.10,0.00,0.0090658
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift_back"],false,0.00,104.70,0.00,0.0116315
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_none"],false,0.00,398.70,0.00,0.0145060
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_all"],false,0.00,258.80,0.00,0.0105925
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_leq"],false,0.00,26961.80,0.00,0.7621376
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_abs_no_incr"],false,0.00,230.60,0.00,0.0093234
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_all"],false,0.00,138.70,0.00,0.0069113
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_none"],false,0.00,324.00,0.00,0.0119638
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_shift"],false,0.00,14395.80,0.00,0.3980665
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_incr"],false,0.00,273.20,0.00,0.0111456
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift"],false,0.00,437.40,0.00,0.0162946
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift_back"],false,0.00,346.10,0.00,0.0123400
