language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"Racket","STLC","rc","SinglePreserve",["shift_var_none"],false,0.00,30.20,0.00,0.0288804
"Racket","STLC","rc","SinglePreserve",["shift_var_all"],false,0.00,17.40,0.00,0.0173968
"Racket","STLC","rc","SinglePreserve",["shift_var_leq"],false,0.00,1396.60,0.00,0.7972240
"Racket","STLC","rc","SinglePreserve",["shift_abs_no_incr"],false,0.00,40.30,0.00,0.0324411
"Racket","STLC","rc","SinglePreserve",["subst_var_all"],false,0.00,17.30,0.00,0.0148678
"Racket","STLC","rc","SinglePreserve",["subst_var_none"],false,0.00,38.40,0.00,0.0291818
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_shift"],false,0.00,742.50,0.00,0.4140680
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_incr"],false,0.00,34.30,0.00,0.0281513
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift"],false,0.00,23.20,0.00,0.0179705
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift_back"],false,0.00,35.10,0.00,0.0282793
"Racket","STLC","rc","MultiPreserve",["shift_var_none"],false,0.00,159.40,0.00,0.1081752
"Racket","STLC","rc","MultiPreserve",["shift_var_all"],false,0.00,154.70,0.00,0.0964661
"Racket","STLC","rc","MultiPreserve",["shift_var_leq"],false,0.00,11677.70,0.00,6.2639857
"Racket","STLC","rc","MultiPreserve",["shift_abs_no_incr"],false,0.00,151.20,0.00,0.1020867
"Racket","STLC","rc","MultiPreserve",["subst_var_all"],false,0.00,96.30,0.00,0.0728695
"Racket","STLC","rc","MultiPreserve",["subst_var_none"],false,0.00,86.00,0.00,0.0621022
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_shift"],false,0.00,9298.00,0.00,4.9223614
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_incr"],false,0.00,105.20,0.00,0.0720412
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift"],false,0.00,125.90,0.00,0.0900521
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift_back"],false,0.00,130.80,0.00,0.0865009
