language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_none"],false,0.00,83.60,0.00,0.0034180
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_all"],false,0.00,46.20,0.00,0.0027218
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_leq"],false,0.00,4866.10,0.00,0.0549658
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_abs_no_incr"],false,0.00,32.00,0.00,0.0028662
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_all"],false,0.00,38.80,0.00,0.0030865
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_none"],false,0.00,62.30,0.00,0.0028876
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_shift"],false,0.00,4005.30,0.00,0.0441813
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_incr"],false,0.00,42.80,0.00,0.0030012
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift"],false,0.00,79.00,0.00,0.0032961
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift_back"],false,0.00,70.50,0.00,0.0024871
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_none"],false,0.00,81.10,0.00,0.0022634
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_all"],false,0.00,126.50,0.00,0.0032197
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_leq"],false,0.00,11243.30,0.00,0.1162404
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_abs_no_incr"],false,0.00,96.20,0.00,0.0026588
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_all"],false,0.00,108.70,0.00,0.0025777
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_none"],false,0.00,155.10,0.00,0.0030762
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_shift"],false,0.00,7978.40,0.00,0.0813245
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_incr"],false,0.00,139.00,0.00,0.0034365
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift"],false,0.00,98.70,0.00,0.0022948
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift_back"],false,0.00,126.70,0.00,0.0031083
