language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"Racket","STLC","rc","SinglePreserve",["shift_var_none"],false,0.00,21.50,0.00,0.0092056
"Racket","STLC","rc","SinglePreserve",["shift_var_all"],false,0.00,31.60,0.00,0.0133095
"Racket","STLC","rc","SinglePreserve",["shift_var_leq"],false,0.00,974.30,0.00,0.3099641
"Racket","STLC","rc","SinglePreserve",["shift_abs_no_incr"],false,0.00,26.10,0.00,0.0110283
"Racket","STLC","rc","SinglePreserve",["subst_var_all"],false,0.00,22.50,0.00,0.0116254
"Racket","STLC","rc","SinglePreserve",["subst_var_none"],false,0.00,43.20,0.00,0.0219430
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_shift"],false,0.00,1376.60,0.00,0.4206654
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_incr"],false,0.00,37.10,0.00,0.0156501
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift"],false,0.00,27.60,0.00,0.0108203
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift_back"],false,0.00,26.20,0.00,0.0124118
"Racket","STLC","rc","MultiPreserve",["shift_var_none"],false,0.00,104.60,0.00,0.0435322
"Racket","STLC","rc","MultiPreserve",["shift_var_all"],false,0.00,76.30,0.00,0.0290059
"Racket","STLC","rc","MultiPreserve",["shift_var_leq"],false,0.00,4641.00,0.00,1.3996241
"Racket","STLC","rc","MultiPreserve",["shift_abs_no_incr"],false,0.00,66.50,0.00,0.0276374
"Racket","STLC","rc","MultiPreserve",["subst_var_all"],false,0.00,41.90,0.00,0.0176437
"Racket","STLC","rc","MultiPreserve",["subst_var_none"],false,0.00,45.30,0.00,0.0194536
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_shift"],false,0.00,4579.30,0.00,1.3710248
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_incr"],false,0.00,66.80,0.00,0.0248846
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift"],false,0.00,141.10,0.00,0.0584529
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift_back"],false,0.00,71.30,0.00,0.0320024
