language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_none"],false,0.00,115.30,0.00,0.0072850
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_all"],false,0.00,69.70,0.00,0.0041718
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_leq"],false,0.00,5039.50,0.00,0.0882335
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_abs_no_incr"],false,0.00,25.50,0.00,0.0048529
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_all"],false,0.00,28.00,0.00,0.0032931
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_none"],false,0.00,79.60,0.00,0.0041947
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_shift"],false,0.00,4074.80,0.00,0.0647842
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_incr"],false,0.00,37.20,0.00,0.0036543
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift"],false,0.00,33.40,0.00,0.0030492
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift_back"],false,0.00,34.60,0.00,0.0053458
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_none"],false,0.00,78.10,0.00,0.0035164
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_all"],false,0.00,60.80,0.00,0.0034138
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_leq"],false,0.00,6252.00,0.00,0.1062437
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_abs_no_incr"],false,0.00,74.20,0.00,0.0030649
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_all"],false,0.00,69.90,0.00,0.0028395
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_none"],false,0.00,70.50,0.00,0.0037850
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_shift"],false,0.00,9809.90,0.00,0.1404244
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_incr"],false,0.00,48.30,0.00,0.0032440
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift"],false,0.00,52.70,0.00,0.0031260
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift_back"],false,0.00,79.90,0.00,0.0031493
