language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_none"],false,0.00,20.20,0.00,0.0025556
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_all"],false,0.00,38.60,0.00,0.0044826
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_leq"],false,0.00,4022.60,0.00,0.0513032
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_abs_no_incr"],false,0.00,28.90,0.00,0.0038230
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_all"],false,0.00,28.80,0.00,0.0040757
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_none"],false,0.00,78.50,0.00,0.0044244
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_shift"],false,0.00,2852.80,0.00,0.0384450
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_incr"],false,0.00,47.70,0.00,0.0040593
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift"],false,0.00,30.20,0.00,0.0029529
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift_back"],false,0.00,39.20,0.00,0.0036281
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_none"],false,0.00,87.60,0.00,0.0033323
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_all"],false,0.00,96.70,0.00,0.0038020
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_leq"],false,0.00,12951.70,0.00,0.1786136
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_abs_no_incr"],false,0.00,95.30,0.00,0.0032816
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_all"],false,0.00,47.30,0.00,0.0021403
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_none"],false,0.00,39.30,0.00,0.0017606
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_shift"],false,0.00,7721.70,0.00,0.0960156
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_incr"],false,0.00,92.90,0.00,0.0033506
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift"],false,0.00,89.30,0.00,0.0027870
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift_back"],false,0.00,99.50,0.00,0.0027438
