language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_none"],false,0.00,55.40,0.00,0.0052311
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_all"],false,0.00,84.90,0.00,0.0064694
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_leq"],false,0.00,5465.80,0.00,0.1434058
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_abs_no_incr"],false,0.00,84.00,0.00,0.0082165
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_all"],false,0.00,39.70,0.00,0.0047869
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_none"],false,0.00,65.80,0.00,0.0077755
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_shift"],false,0.00,4794.70,0.00,0.1282772
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_incr"],false,0.00,81.80,0.00,0.0045132
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift"],false,0.00,65.40,0.00,0.0050486
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift_back"],false,0.00,114.90,0.00,0.0112738
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_none"],false,0.00,384.00,0.00,0.0130273
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_all"],false,0.00,294.80,0.00,0.0099696
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_leq"],false,0.00,28884.60,0.00,0.7431044
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_abs_no_incr"],false,0.00,338.80,0.00,0.0123811
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_all"],false,0.00,157.80,0.00,0.0061520
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_none"],false,0.00,184.60,0.00,0.0076147
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_shift"],false,0.00,27642.40,0.00,0.6906853
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_incr"],false,0.00,219.70,0.00,0.0081603
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift"],false,0.00,349.40,0.00,0.0111339
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift_back"],false,0.00,243.90,0.00,0.0089574
