language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_none"],false,0.00,43.10,0.00,0.0040539
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_all"],false,0.00,50.90,0.00,0.0060296
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_leq"],false,0.00,3148.40,0.00,0.0594972
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_abs_no_incr"],false,0.00,49.30,0.00,0.0128953
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_all"],false,0.00,21.60,0.00,0.0048231
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_none"],false,0.00,27.40,0.00,0.0060054
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_shift"],false,0.00,2863.30,0.00,0.0562179
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_incr"],false,0.00,52.30,0.00,0.0071269
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift"],false,0.00,44.40,0.00,0.0056876
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift_back"],false,0.00,35.00,0.00,0.0050729
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_none"],false,0.00,152.40,0.00,0.0046351
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_all"],false,0.00,173.70,0.00,0.0050849
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_leq"],false,0.00,12450.90,0.00,0.2129774
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_abs_no_incr"],false,0.00,98.30,0.00,0.0043999
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_all"],false,0.00,47.80,0.00,0.0032027
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_none"],false,0.00,94.20,0.00,0.0044732
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_shift"],false,0.00,6985.50,0.00,0.1173288
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_incr"],false,0.00,62.30,0.00,0.0039535
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift"],false,0.00,63.70,0.00,0.0027775
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift_back"],false,0.00,107.90,0.00,0.0039575
