language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"Racket","STLC","rc","SinglePreserve",["shift_var_none"],false,0.00,54.30,0.00,0.0151618
"Racket","STLC","rc","SinglePreserve",["shift_var_all"],false,0.00,32.00,0.00,0.0077323
"Racket","STLC","rc","SinglePreserve",["shift_var_leq"],false,0.00,2405.10,0.00,0.4542787
"Racket","STLC","rc","SinglePreserve",["shift_abs_no_incr"],false,0.00,21.20,0.00,0.0061533
"Racket","STLC","rc","SinglePreserve",["subst_var_all"],false,0.00,35.40,0.00,0.0102893
"Racket","STLC","rc","SinglePreserve",["subst_var_none"],false,0.00,36.30,0.00,0.0116229
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_shift"],false,0.00,1975.80,0.00,0.3673749
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_incr"],false,0.00,20.90,0.00,0.0057927
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift"],false,0.00,37.40,0.00,0.0106956
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift_back"],false,0.00,41.10,0.00,0.0108315
"Racket","STLC","rc","MultiPreserve",["shift_var_none"],false,0.00,123.40,0.00,0.0319573
"Racket","STLC","rc","MultiPreserve",["shift_var_all"],false,0.00,87.00,0.00,0.0230240
"Racket","STLC","rc","MultiPreserve",["shift_var_leq"],false,0.00,6395.30,0.00,1.1687924
"Racket","STLC","rc","MultiPreserve",["shift_abs_no_incr"],false,0.00,87.80,0.00,0.0217746
"Racket","STLC","rc","MultiPreserve",["subst_var_all"],false,0.00,41.30,0.00,0.0136934
"Racket","STLC","rc","MultiPreserve",["subst_var_none"],false,0.00,90.60,0.00,0.0245460
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_shift"],false,0.00,3533.30,0.00,0.7131794
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_incr"],false,0.00,98.40,0.00,0.0278370
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift"],false,0.00,147.30,0.00,0.0362238
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift_back"],false,0.00,166.60,0.00,0.0420259
