language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_none"],false,0.00,83.70,0.00,0.0015140
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_all"],false,0.00,130.10,0.00,0.0024510
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_var_leq"],false,0.00,9767.40,0.00,0.0657078
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["shift_abs_no_incr"],false,0.00,59.20,0.00,0.0016828
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_all"],false,0.00,89.30,0.00,0.0017810
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_var_none"],false,0.00,58.30,0.00,0.0012751
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_shift"],false,0.00,14832.50,0.00,0.0974258
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["subst_abs_no_incr"],false,0.00,123.40,0.00,0.0022756
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift"],false,0.00,145.60,0.00,0.0025124
"OCaml","STLC","qcheck:bespoke","SinglePreserve",["substTop_no_shift_back"],false,0.00,166.90,0.00,0.0027916
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_none"],false,0.00,244.40,0.00,0.0029716
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_all"],false,0.00,114.50,0.00,0.0021083
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_var_leq"],false,0.00,11104.50,0.00,0.0725633
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["shift_abs_no_incr"],false,0.00,123.70,0.00,0.0020104
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_all"],false,0.00,87.70,0.00,0.0016312
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_var_none"],false,0.00,94.70,0.00,0.0017392
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_shift"],false,0.00,17346.10,0.00,0.1126466
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["subst_abs_no_incr"],false,0.00,145.50,0.00,0.0020928
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift"],false,0.00,264.70,0.00,0.0030834
"OCaml","STLC","qcheck:bespoke","MultiPreserve",["substTop_no_shift_back"],false,0.00,126.80,0.00,0.0021467
