language,workload,strategy,property,mutations,cross,discards,tests,shrinks,time
"Racket","STLC","rc","SinglePreserve",["shift_var_none"],false,0.00,135.10,0.00,0.0386517
"Racket","STLC","rc","SinglePreserve",["shift_var_all"],false,0.00,83.80,0.00,0.0258142
"Racket","STLC","rc","SinglePreserve",["shift_var_leq"],false,0.00,20254.60,0.00,4.3012045
"Racket","STLC","rc","SinglePreserve",["shift_abs_no_incr"],false,0.00,105.60,0.00,0.0340434
"Racket","STLC","rc","SinglePreserve",["subst_var_all"],false,0.00,53.80,0.00,0.0178518
"Racket","STLC","rc","SinglePreserve",["subst_var_none"],false,0.00,42.60,0.00,0.0136703
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_shift"],false,0.00,12030.90,0.00,2.6951948
"Racket","STLC","rc","SinglePreserve",["subst_abs_no_incr"],false,0.00,54.30,0.00,0.0183980
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift"],false,0.00,210.10,0.00,0.0614830
"Racket","STLC","rc","SinglePreserve",["substTop_no_shift_back"],false,0.00,85.60,0.00,0.0248419
"Racket","STLC","rc","MultiPreserve",["shift_var_none"],false,0.00,460.30,0.00,0.1177100
"Racket","STLC","rc","MultiPreserve",["shift_var_all"],false,0.00,114.60,0.00,0.0351701
"Racket","STLC","rc","MultiPreserve",["shift_var_leq"],false,0.00,13478.80,0.00,2.8721335
"Racket","STLC","rc","MultiPreserve",["shift_abs_no_incr"],false,0.00,248.30,0.00,0.0719756
"Racket","STLC","rc","MultiPreserve",["subst_var_all"],false,0.00,278.00,0.00,0.0783073
"Racket","STLC","rc","MultiPreserve",["subst_var_none"],false,0.00,99.00,0.00,0.0286780
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_shift"],false,0.00,17709.80,0.00,3.8502155
"Racket","STLC","rc","MultiPreserve",["subst_abs_no_incr"],false,0.00,86.20,0.00,0.0279710
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift"],false,0.00,294.40,0.00,0.0802409
"Racket","STLC","rc","MultiPreserve",["substTop_no_shift_back"],false,0.00,312.10,0.00,0.0862370
